source,headline,sentence
BBC_PAL,Israel's PM rejects criticism of Gaza war by air force reservists,"More than 50,880 people have been killed in Gaza since then, according to the territory's health ministry."
BBC_PAL,Prince Andrew's Pitch@Palace financial deal likely to collapse,"That arrangement seems no longer in place, with sources close to SBC saying it now wanted to ""sever ties"" with the investment firm."
BBC_PAL,Gaza is 'warzone on steroids',“We’ve seen in many other warzones that these are the moments where you end up with an emergency within an emergency because you have an outbreak in the middle of war.
BBC_PAL,Four given jail terms for Amsterdam attacks on Maccabi Tel Aviv fans,The court chairman added that there had already been unrest in the Netherlands because of the war in Gaza.
BBC_PAL,Gaza’s only concert grand piano becomes image of hope,"Now, he finds out how musicians he met then are living and working through this war."
BBC_PAL,"Body of hostage recovered from Gaza, says IDF",An image of Ms Louk being paraded through the streets by armed fighters on a flatbed truck was circulated on social media soon after the attacks.
BBC_PAL,'Doomsday Clock' moved closest ever to humanity's destruction,"It warned that the continuing war in Ukraine - now nearing a three-year mark since Russia's full-scale invasion - ""could become nuclear at any moment because of a rash decision or through accident or miscalculation""."
BBC_PAL,European elections start with neck,Voters the BBC spoke to at a variety of polling stations in The Hague on Thursday talked about security as well as the wars in Gaza and Ukraine.
BBC_PAL,Israel says it struck gunmen attacking Syrian Druze after clashes,"Syria's transitional president, Ahmed al-Sharaa, has promised to protect the country's many religious and ethnic minorities since his Sunni Islamist group led the rebel offensive that overthrew Bashar al-Assad's regime in December after 13 years of devastating civil war."
BBC_PAL,'Forced to speak in a whisper' - Hamas hostage's 'miracle' rescue,"Prior to Saturday’s rescue only three Israeli hostages held in Gaza had been released as a result of the military’s ground assault, and the success of the latest operation gave the nation a boost."
BBC_PAL,"Ireland, Norway and Spain to recognise Palestinian state","Since then, more than 35,000 people, mostly civilians, have been killed in Israel's Gaza offensive, according to the Hamas-run health ministry."
BBC_PAL,"Gaza aid trucks rushed by desperate and hungry crowds, WFP says","Due to a ""very high"" chance convoys would not reach their warehouse, a decision was taken to let people take aid in the event of crowds, WFP spokeswoman Abeer Etefa told the BBC."
BBC_PAL,"Israeli air strikes on Gaza City kill dozens, Hamas says","""Some of the injured were transferred to the Baptist Hospital, and now we are rescuing others from under the rubble, and the situation is very, very difficult due to the lack of tools and fuel for ambulances."""
BBC_PAL,Gaza ceasefire and hostage release talks to resume in coming days,"During the visit, he announced an additional $135 million of aid “in humanitarian assistance, water, sanitation, maternal health for Palestinians in Gaza, in the West Bank, as well as in the region”, taking the total amount of US aid since the start of the war to some $1.2 billion."
BBC_PAL,Trump administration's mixed messaging on foreign policy leaves world guessing,The three days of to and fro gave some of the first major insights into Trump's evolving position on one of the most consequential issues he faces - Russia's full-scale invasion of Ukraine and his vow to end the war - and also into how his administration is formulating and messaging its foreign policy.
BBC_PAL,Israel summons Irish ambassador over Hamas hostage row,"Earlier, Irish minister Paschal Donohoe told BBC NI's Sunday Politics programme the taoiseach has been ""unambiguous in condemning the violence of Hamas and also calling for restraint from Israeli military forces""."
BBC_PAL,New Israeli operation in Gaza's Jabalia sparks heavy fighting,"More than 41,960 people have been killed in Gaza since then, according to the territory's health ministry
This is the third time Israeli forces have gone into Jabalia and its refugee camp over the past year, with the last operation in May displacing tens of thousands of people, killing hundreds and causing widespread destruction."
BBC_PAL,Brian Leishman MP's anger over Grangemouth refinery closure,"Mr Thomson added: ""The UK government has to take the fair share of shouldering the responsibility in all of this with the pre-election and post-election promises from Keir Starmer and Anas Sarwar just not coming to fruition."""
BBC_PAL,Inside operation to bring Israel's hostages home from Gaza,"If anything goes wrong, it risks the hostages remaining in captivity, and reigniting the war."
BBC_PAL,Israel carries out air strikes on Gaza after Hamas fires rockets,"Nasser, which is the largest hospital still functioning in Gaza, has been struck multiple times by the IDF since the war began."
BBC_PAL,"Israel cuts off electricity supply to Gaza, minister says","Gaza's coastal territory and its infrastructure have been largely devastated by the war, and generators and solar panels are used for some of the power supply."
BBC_PAL,Plaid Cymru withdraws candidate support over social media posts,A Plaid Cymru spokesperson said: “Plaid Cymru has consistently condemned both the actions of Hamas terrorists on October 7 and the subsequent horrific bombardment of Gaza by the Israeli Government.
BBC_PAL,Fact-checking Elon Musk's claims in the Oval Office,"US government records show that an American-funded scheme for Gaza, Mozambique was awarded $83.5m for ""prevention, care, support and treatment interventions within HIV and TB facilities and communities"" for a programme running until September 2026."
BBC_PAL,Israeli army strapped wounded Palestinian to jeep,"There has been a surge in violence in the West Bank since the start of the war in the Gaza Strip, triggered by Hamas's deadly attack on southern Israel on 7 October."
BBC_PAL,"Israeli strike kills 10 firefighters in Lebanon, authorities say","The hostilities have escalated steadily since Hezbollah began firing rockets into northern Israel in support of Palestinians on 8 October 2023, the day after its ally Hamas’s deadly attack on southern Israel."
BBC_PAL,US military ends floating aid pier mission,"However, it warned that 495,000 people across Gaza were still facing “catastrophic levels” of hunger and that a “high risk” of famine would persist as long as the war between Israel and Hamas continued and humanitarian access was restricted."
BBC_PAL,Israel attacks main airport in Yemen's capital Sanaa,"The Israel Defense Forces (IDF) said it had attacked runways, aircraft and ""infrastructure"" at Sanaa airport."
BBC_PAL,Nine days of works but what do they mean?,"Theories have ranged from the series focusing on social division amidst recent riots, to the Israel-Gaza conflict."
BBC_PAL,"Hassan Nasrallah’s blood 'will not go unavenged', Iran warns","So far, he and other senior Iranian figures have refrained from vowing to retaliate for the series of severe and humiliating blows that Israel has dealt Hezbollah in recent weeks, seemingly because Iran does not want a war with its arch-enemy."
BBC_PAL,Palin awarded honorary Oxford degree amid Gaza protest,"Palin awarded honorary Oxford degree amid Gaza protest
19 June 2024
Ethan Gudge
BBC News
Reporting from Oxford
Comedy legend Sir Michael Palin has been awarded an honorary degree from the University of Oxford in a ceremony that was affected by a nearby pro-Palestinian protest."
BBC_PAL,Israeli air strikes continue in Gaza after ceasefire deal announced,"Dozens killed as Israeli strikes continue ahead of Gaza ceasefire
16 January 2025
Ruth Comerford and Joel Gunter
Reporting from London and Jerusalem
Israeli air strikes are continuing in Gaza ahead of the ceasefire agreement and hostage deal with Hamas, which comes into effect on Sunday, subject to the Israeli cabinet's approval."
BBC_PAL,"Why war in Middle East involves UK, BBC's Laura Kuenssberg writes","Ministers are urging Israel to hold back its attacks across Lebanon, just as through the last 12 months they have asked Britain's ally to stop pummelling Gaza."
BBC_PAL,Israel targets Hamas’s labyrinth of tunnels under Gaza,"""This is why tunnels have been used for time immemorial in war, because is there no way to prevent them."""
BBC_PAL,Jersey Overseas Aid,"'Profound and relevant'
The organisation faces a busy year as islanders prepare to mark the 80th anniversary of liberation from Nazi occupation during World War Two."
BBC_PAL,'Our son died. Now we can use his sperm to have a grandchild',"The number of bereaved parents seeking sperm of their sons has risen in Israel, and as the conflict with Russia has escalated, soldiers in Ukraine are offered semen cryopreservation free of charge."
BBC_PAL,"Shipley Teledyne roof protesters caused £571k damage, court told","The whole of Gaza is being carpet-bombed."""
BBC_PAL,"Rutland medic saved girl, 3, with bullet lodged in neck","Since then, more than 46,000 people have been killed in Israel's attacks, according to Gaza's Hamas-run health ministry."
BBC_PAL,Israeli settlers in West Bank see Trump win as chance to push on,"Yisrael Gantz, head of the regional settlement council that oversees Karnei Shomron, says he has already noticed a change in tone from the incoming Trump administration as a result of the 7 October 2023 Hamas attacks on Israel, which triggered the war on Gaza."
BBC_PAL,Trump's Middle East peace broker now at centre of Ukraine talks,It was during a shared golfing session in Florida last September that another alleged would-be Trump attacker was foiled by the Secret Service.
BBC_PAL,Gary Lineker deletes 'Zionism' post amid criticism,"The war in Gaza was triggered by the Hamas attack on Israel on 7 October 2023 in which about 1,200 people were killed and 251 others taken hostage."
BBC_PAL,Rescued Israeli man pleas for hostage deal with Hamas,"Mr Elkadi was kidnapped by Hamas during the 7 October attack on Israel, and is the eighth hostage rescued by Israeli forces since the start of the war in Gaza."
BBC_PAL,"Israeli strike on school kills 12, civil defence says",The UN said at the time that it had been at least the 21st strike on a school serving as a shelter since 4 July and that they had resulted in at least 274 fatalities.
BBC_PAL,Humza Yousaf to step down as MSP at next election,"He said standing down would ""provide an opportunity for the next generation of MSPs to step forward, and to explore where I can best make a contribution in the future, in helping to tackle some of the most pressing challenges our world faces""."
BBC_PAL,Israel and Hamas added to UN list for violating children's rights,"The Hamas-run health ministry in Gaza says 36,731 people have since been killed by Israeli bombardment and ground attacks."
BBC_PAL,Keir Starmer praises Donald Trump's role in Gaza ceasefire and hostage deal,"Sir Keir wrote on X following his call with Trump: ""I look forward to meeting soon to strengthen the close ties between our countries."""
BBC_PAL,Man released after arrest over Trump Turnberry Gaza protest,A man arrested in connection with damage caused to Donald Trump's Turnberry Golf Resort has been released.
BBC_PAL,Hamas 'in shock' over Haniyeh death,But he played little role in Hamas' military operations and as such may have felt free to operate more openly than some of his colleagues - reflected by three trips he has taken to Iran since the 7 October attacks in Israel.
BBC_PAL,"US issues pause on foreign aid, leaked memo says","""No new funds shall be obligated for new awards or extensions of existing awards until each proposed new award or extension has been reviewed and approved,"" says the memo to staff."
BBC_PAL,Starmer warns of 'new era' of global insecurity in defence visit,"""The increased defence spending is the highest sustained increase since the Cold War."
BBC_PAL,Yazidi woman rescued from Gaza after decade in captivity,"The Israeli military said the now 21-year-old's captor in Gaza had been killed during the ongoing war between Israel and the Palestinian armed group Hamas, probably as a result of an air strike."
BBC_PAL,Suspect charged in Washington DC killings of two foreign officials,"The affidavit said that in an interview with detectives, Elias Rodriguez referenced a 2024 incident in which a man set himself on fire outside the Israeli Embassy in Washington DC, expressing admiration for the act and calling the man a ""martyr"" for his protest over the Israeli-Palestinian conflict."
BBC_PAL,"Gen Alpha shaped by pandemic, cost of living and war, poll finds","It is also evident that global conflicts in Ukraine and Gaza, migration debates, and the rapid rise of AI are shaping how these young Londoners perceive their future."
BBC_PAL,Iran launches more than 180 ballistic missiles at Israel,"Within hours of the massive barrage on Tuesday evening local time, Israel's military resumed air strikes against what it said were Hezbollah targets in the southern suburbs of the Lebanese capital, Beirut."
BBC_PAL,Israeli army 'failed in mission' to protect kibbutz from Hamas,"No personal blame was attributed to Brigadier General Barak Hiram, commander of the 99th Infantry Division who was found to have acted professionally along with other senior officers in “complex and difficult circumstances.”
The report said: “The tank fire towards the area near the house was carried out professionally, with a joint decision made by commanders from all the security organisations after careful consideration and a situational assessment was made, with the intent to apply pressure to the terrorists and save the civilians held hostage inside.”
Brig-Gen Hiram is soon due to take command of the Gaza Division."
BBC_PAL,Hopes for Iran nuclear talks tempered by threats and mixed messages,"Iran and Russia have strengthened their military ties since the start of the war in Ukraine, with Tehran accused of supplying drones to support Moscow's war effort."
BBC_PAL,Murphy defends White House boycott as 'necessary',"On Friday, the party announced it will not travel to Washington DC for the annual festivities next month over US President Donald Trump's stance on the Israel-Gaza conflict."
BBC_PAL,Who is Doug Emhoff?,"“People used to be afraid to say the ugly epithets and lies out loud,"" Mr Emhoff said during remarks at the former concentration camp."
BBC_PAL,Emotional scenes as first evacuees arrive in Dublin,"The Hamas-run health ministry in Gaza says more than 12,000 people have been killed in the territory since 7 October - of whom more than 4,500 were children."
BBC_PAL,"Ladywood: Poverty, Gaza and challenges for Labour in an inner","""This is a great opportunity for them to cast their ward and say we believe in Yakoob - or we don't believe in Yakoob,"" she said."
BBC_PAL,US arrests man for allegedly trying to firebomb embassy in Israel,"""This defendant is charged with planning a devastating attack targeting our embassy in Israel, threatening death to Americans, and President Trump's life,"" said Attorney General Pam Bondi."
BBC_PAL,'Ceasefire joy' and 'chaos in hospital corridors',The Daily Mail leads on the new report from the Royal College of Nursing warning that patients' lives are being put at risk at some UK hospitals because they are being treated in corridors due to a lack of beds.
BBC_PAL,Dáil: Housing 'number one issue' for Irish government,"Martin rejected the accusation that discussing 40,000 house completions during the election campaign was a ""ploy"" aimed at convincing voters that the country had ""turned the corner on housing""."
BBC_PAL,Vigil held in Glasgow ahead of 7 October attacks anniversary,"Glasgow vigil on eve of 7 October attacks anniversary
A vigil to remember the victims of Hamas attacks on Israel has been held in Glasgow ahead of the one-year anniversary of the latest Middle East conflict."
BBC_PAL,"Six killed by Israeli gunfire near Gaza aid site, Hamas officials say","It is almost 20 months since Israel launched a military campaign in Gaza in response to the Hamas-led cross-border attack, in which about 1,200 people were killed and 251 others were taken hostage."
BBC_PAL,Anthony Albanese wins in landslide,"It has been almost a century since a first-term government has failed to win re-election, but as Australian National University Emeritus Professor John Warhurst said: ""Dutton entered the campaign [year] in front."
BBC_PAL,Heads of CIA and MI6 say world order 'under threat not seen since Cold War',"More than 40,000 people have been killed in Gaza since then in Israel's ongoing military campaign, according to the territory's Hamas-run health ministry."
BBC_PAL,Winners revealed,"Since the war in Ethiopia's Tigray region erupted, her focus has widened to include Tigrayan women fleeing violence."
BBC_PAL,week blockade but UN calls it 'drop in ocean',"At least 53,475 people have been killed in Gaza since then, including 3,340 since the Israeli offensive resumed, according to the territory's health ministry."
BBC_PAL,Israel confirms deaths of four more hostages in Gaza,"Last month, Hamas claimed that Nadav Popplewell had died in an Israeli strike in April."
BBC_PAL,"Elyanna on Palestinian identity, Coldplay and manifestation","Months later, on 7 October, Palestinian group Hamas launched an unprecedented cross-border attack on Israel."
BBC_PAL,Chorley man given restraining order for threatening Sir Lindsay Hoyle,"On 24 January, Innes then posted a threat on social media directed towards Sir Lindsay."
BBC_PAL,200 Palestinian prisoners released to jubilant scenes in West Bank,"More than half of the 200 released had been serving life sentences in Israeli jails - some were convicted of multiple murders, including the killing of Israeli civilians."
BBC_PAL,US gives Israel 30 days to boost Gaza aid or risk cuts to military support,"More than 42,340 people have been killed in Gaza since then, according to the territory's Hamas-run health ministry."
BBC_PAL,How the US election could impact the Middle East,"Since the 7 October Hamas attacks in southern Israel last year, they’ve watched Israel’s war with Hezbollah, a Hamas ally, escalate along the northern border with Lebanon, 10 miles away from them."
BBC_PAL,Netanyahu says fighting has resumed in Gaza with 'full force',The wave of strikes was the heaviest since a ceasefire began on 19 January.
BBC_PAL,Workers Party makes pay and housing pledges in election manifesto,"His fledgling WPB had limited success at the ballot box before Rochdale, where former Labour and Respect MP Mr Galloway was returned to Parliament for the first time since 2015 after running a campaign focused on the war in Gaza."
BBC_PAL,"Israeli strikes across Gaza kill at least 50, Palestinian officials say","It warned that forces were ""operating intensely"" in Beit Hanoun and Sheikh Zayed ""due to ongoing terrorist activities and sniper fire""."
BBC_PAL,US vetoes UN security council Gaza ceasefire resolution,"At least 54, 000 people have been killed in Gaza since then, including 4,201 since Israel resumed its offensive on 18 March, according to the territory's health ministry."
BBC_PAL,Israel orders army to 'seize additional territories' in Gaza,"The fragile ceasefire that had been in place since January ended this week as Israel resumed its ground campaign and bombing of Gaza, killing hundreds of people."
BBC_PAL,Rise in people simply fascinated by violence,"A disturbing aspect of this, says Mr Jukes, is the increasing number of those turning to terrorism because of a fascination for violence, rather than ideological fanaticism."
BBC_PAL,The Christians who see Trump as their saviour,"Last year, on the Christian show FlashPoint, TV evangelist Hank Kunneman described “a battle between good and evil”, adding: “There's something on President Trump that the enemy fears: it's called the anointing.”
Jim Caviezel, an actor who played Jesus in Mel Gibson’s The Passion of the Christ, proclaimed, albeit jokingly, that Trump was “the new Moses”."
BBC_PAL,Japanese atomic bomb survivors Nihon Hidankyo win,"Although the organisation is the main provider of humanitarian aid to civilians in Gaza, nine of its members were fired for alleged involvement in the Hamas attack on Israel on October 7 last year."
BBC_PAL,"US strikes on Yemen oil terminal kill at least 58, Houthis say","Israel has also carried out air strikes against the Houthis since last July in retaliation for the hundreds of missiles and drones that the Israeli military says have been launched at the country from Yemen, most of which have been shot down."
BBC_PAL,scale European premiere amid controversy,"Elsewhere, fans have speculated that there may have been a behind-the-scenes rift between Zegler and Gadot, who plays the wicked stepmother, because the actresses have opposing views on the Israel-Palestine conflict."
BBC_PAL,Australia appoints special envoy for combatting antisemitism,"Ms Segal said combatting the ""age-old hatred"" of antisemitism has never been more important, pointing to a 700% rise in incidences since the war began in October."
BBC_PAL,'Like someone pressed pause on life',"Days later, two Israeli missiles roar over Achrafieh."
BBC_PAL,UK military on standby for potential evacuation of nationals,"At least 39,480 Palestinians have been killed since, according to Gaza's Hamas-run health ministry."
BBC_PAL,"Protests reveal deep-rooted anger, but UK is not at boiling point",They were carrying packs of food and drink to be distributed to local families caught up in the violence.
BBC_PAL,"Israel qualifies for Eurovision final, after a day of protests","Israel's participation in Eurovision has been a source of controversy amid rising civilian deaths and a worsening humanitarian situation in Gaza, as the war between Israel and Hamas enters its seventh month."
BBC_PAL,Family of Scottish Hamas victim are 'missing a great man',"She said she prays for peace in the region, which has been engulfed in fighting since the 7 October attack."
BBC_PAL,party Bedfordshire election row over 'genocide' claims.,"That has been my personal position since the conflict began."""
BBC_PAL,Thousands of exiled West Bank residents face uncertain months ahead,Aid agencies are calling it the largest forced displacement of Palestinians in the West Bank since it was captured by Israeli forces during the 1967 Six Day War.
BBC_PAL,Israel's Supreme Court freezes PM's order to sack security chief,"Yesh Atid, the centre-right party led by Yair Lapid, said it had filed an appeal on behalf of several opposition parties and denounced the sacking as a ""decision taken due to a blatant conflict of interest by the prime minister""."
BBC_PAL,BBC pulls Gaza film as it carries out checks over Hamas links,"A statement said: ""Gaza: How to Survive a Warzone features important stories we think should be told - those of the experiences of children in Gaza."
BBC_PAL,Red Cross chief says Gaza is 'hell on earth' as Israeli assault continues,"More than 50,912 people have been killed in Gaza since then, according to the territory's Hamas-run health ministry."
BBC_PAL,Tel Aviv stabbing attack injures four,"Four people were injured in a stabbing attack in Tel Aviv on Tuesday, Israel's emergency services said."
BBC_PAL,Israel settlements drive heightens Palestinian land angst,"Since Israel captured the West Bank from Jordan in the 1967 Middle East War, successive Israeli administrations have allowed settlements to grow."
BBC_PAL,Group breaches fence as thousands join Gaza war protests,"Many of the Gaza war demonstrators said they saw little difference between Mr Biden and his Vice-President Kamala Harris, who is formally accepting the Democratic White House nomination this week after the president dropped out of the race last month and endorsed her."
BBC_PAL,Joy fades as Gazans return to destroyed homes,"Hamas policemen, in police uniforms, were also deployed in some areas after months of hiding out of sight to avoid Israeli strikes."
BBC_PAL,Trump land row may move from aid to trade,"In 2018, during his first presidency, he accused South African authorities of the ""large-scale killing of farmers"" and asked his then secretary of state to look into the matter of the government ""seizing land from white farmers""."
BBC_PAL,Two arrested after van rammed into Shipley defence factory gates,"In reprisal, Israel launched air strikes and a ground invasion of Gaza with the aim of eliminating Hamas."
BBC_PAL,Will import duty war push India to open its markets?,"Since then, India has turned inwards."
BBC_PAL,British Foreign Office diplomat Mark Smith resigns over Israel arms sales,"I sincerely hope that he will listen to the concerns of Civil Servants on this issue and make the necessary changes.”
Why are Israel and Hamas fighting in Gaza?"
BBC_PAL,UN halts Rafah food distribution due to shortages and hostilities,Unrwa said in a report on Tuesday that it had been forced to suspend food distribution because the Israeli operation had left its distribution centre and a WFP warehouse inaccessible.
BBC_PAL,Casualties after third Israeli strike on schools in a week,"The IDF said: ""The schools were used by Hamas's al-Furqan Battalion as a hiding place for its terrorist operatives and as command centres used to plan and execute attacks against IDF troops and the state of Israel."""
BBC_PAL,Micheál Martin accuses Netanyahu over undermining UN,"Following international criticism about attacks on Unifl personnel and bases, Mr Netanyahu said in a video message yesterday evening: ""We regret the harm to Unifl soldiers and we are doing our utmost to prevent such harm."""
BBC_PAL,Israelis pay last respects to hostage mother and sons killed in Gaza,"Then, last Friday, after the first handover of the remains of dead hostages by Hamas since its deadly 2023 attack, under the terms of the Gaza ceasefire deal, news came through that devastated many Israelis."
BBC_PAL,"Israeli strike kills at least 73 in northern Gaza, medics say","The Hamas-run government media office said the bombing in Beit Lahia on Saturday night hit ""crowded"" residential areas, and that 73 people had been killed - a number also reported by Gaza's Hamas-run civil defence agency."
BBC_PAL,Four alleged terror group supporters arrested,Three of the suspects were arrested at a pro-Palestine demonstration at Victoria Embankment on Saturday.
BBC_PAL,Refugees face family separation 'torture',"His wife and son, who were living near the conflict zone in Yemen at the time, were able to join him in the UK nearly a year after he applied, and they have since had a baby girl."
BBC_PAL,The fundraising group running during Ramadan,Bilal Dalvi said they wanted to encourage their communities to exercise and stay active after they noticed more people seemed to be suffering from diabetes or heart disease.
BBC_PAL,Thousands take part in parade,"""[I'm looking forward to] the friendship, people not judging you for who you are and just having a good party."""
BBC_PAL,Xi and Putin hold video call after Donald Trump's inauguration,Beijing has been accused of building up Moscow's war machine by providing it with critical components for the conflict in Ukraine.
BBC_PAL,Cambridge for Palestine campaigners occupy university lawn,"The group has a number of demands, including asking the university to label Israel's military operation in Gaza as genocide, and to boycott ""institutions and companies"" who are ""complicit"" in the ""systematic killing and starving of innocent civilians"" in Palestine."
BBC_PAL,Call for Labour to suspend Norwich South MP Clive Lewis over post,The article said dozens of people had been reported dead following an Israeli strike on a school in Gaza.
BBC_PAL,Three ways Donald Trump will try to end the honeymoon,His ongoing support for Israel in the Gaza War was sapping his support among young voters.
BBC_PAL,Palestine Action targets Buckinghamshire ejection seat firm,"Palestine Action claimed Buckinghamshire-based aircraft firm Martin-Baker was ""known to supply ejection seats for Israel's F-35 fighter jets""."
BBC_PAL,Key takeaways from election debate,"Because look where the Labour Party’s fortunes are compared to where we were five years ago.”
Lib Dem Lee Dargue described his leader Sir Ed Davey as knowing “how to have fun” and added he “doesn’t take himself too seriously.”
Green Jane Baston talked up the prospect of her party’s co-leaders, Carla Denyer and Adrian Ramsay, becoming MPs while Reform’s Mark Hoath said Nigel Farage was “not afraid to tell it how it is, even though sometimes that might upset people.”
One candidate has a link to an England footballer
As the conversation turned to sport, Labour’s Jess Phillips revealed a family link to former West Brom, Aston Villa and Birmingham striker Kevin Phillips."
BBC_PAL,Lebanon strikes preparing for ground offensive,"Lebanese Health Minister Firass Abiad told reporters that the strikes had killed at least 51 people and injured 223, without saying how many were civilians or combatants."
BBC_PAL,'Important step' as Ireland recognises Palestinian state,"""After the Hamas terror organisation carried out the largest massacre of Jews since the Holocaust, after committing heinous sexual crimes witnessed by the world, these countries chose to reward Hamas and Iran by recognizing a Palestinian state,"" Mr Katz said."
BBC_PAL,"Palestinian Oscar winner Hamdan Ballal held by Israeli soldiers after attack by settlers, activists say","Yuval Abraham, the Israeli director who won the Oscar this month alongside Mr Ballal, said people had been injured and properties destroyed in the attack."
BBC_PAL,Dartford centenarian veteran reflects on VE Day anniversary,Thursday marks 80 years since Britain and its allies formally accepted Nazi Germany's surrender after almost six years of war.
BBC_PAL,US immigration officials arrest Turkish student amid crackdown,"US Homeland Security spokeswoman Tricia McLaughlin said in a post on X that Ms Ozturk ""engaged in activities in support of Hamas, a foreign terrorist organization that relishes the killing of Americans""."
BBC_PAL,"Ireland in mourning over killing in Israel, Taoiseach says","Ireland 'united in mourning' over Israel killing
Kim Damti, who had been missing since Saturday, has been confirmed dead
The 22-year-old was at the Supernova music festival in Re'im in southern Israel when it was attacked by Hamas gunmen
Her funeral was held in Israel on Thursday
Ireland's prime minister said she was ""struck down in her prime with her adult life ahead""
Ireland is ""united in mourning"" after an Irish-Israeli woman was killed in last weekend's Hamas attack at a music festival, the taoiseach (Irish prime minister) has said."
BBC_PAL,"'Angry', 'numb' - Palestinian Americans on Trump's Gaza comments","Iman Kishawi, who was born in Gaza in 1958 but fled because of war when she was seven years old, said she became ""depressed a little"" over the news."
BBC_PAL,"At least 34 killed in Israeli strike on Beit Lahia, northern Gaza","More than 43,700 people have been killed in Gaza since then, according to the territory's Hamas-run health ministry."
BBC_PAL,Arrest made after Kirklees councillor Ammar Anwar tells of threat,"In a lengthy post on social media, Mr Anwar described the threat made in the call as ""serious"" and said he promptly reported the matter to the police and provided a statement."
BBC_PAL,"Israeli strikes on Gaza are disproportionate, says Micheál Martin","“Having diplomatic relations does not mean one endorses the policies of any given state, but it's an essential aspect of the conduct of foreign policy, that we would retain diplomatic channels and particularly in the context of a dispute on a conflict, a major war.”
The Irish government is working to get Irish citizens out of Gaza, of which there are between 30 and 40, plus some dependents, Mr Martin said."
BBC_PAL,Beirut residents ignore Netanyahu's call to rise up against Hezbollah,"Nobody in Lebanon was going to have domestic conflict because Netanyahu instructed them to, Antoine said."
BBC_PAL,Keir Starmer steps up call for a ceasefire in Lebanon at UN,"More than 600 people have been killed by Israeli airstrikes in Lebanon since Monday, including at least 92 people on Thursday, according to local authorities."
BBC_PAL,Palestinian Dima Hamdan wins LGBTQ+ film award,"Reacting to the prize, Hamdan said: ""It is difficult to celebrate personal achievements when the most televised and live-streamed war in human history has dragged on for one year with no end in sight."
BBC_PAL,Israel confirms it is holding Gaza hospital chief Abu Safiya,During that Israeli operation Dr Abu Safiya's 15-year-old son was killed in a drone strike.
BBC_PAL,"Inside Labour's first fortnight with Rachel Reeves, David Lammy and Wes Streeting","There’s been the attempted assassination of Donald Trump, alongside several raging conflicts across the globe that are hard to predict."
BBC_PAL,Biden hails ceasefire deal as both he and Trump claim credit,"He said a still to be negotiated second phase of the agreement would bring a ""permanent end to the war"", adding that he was confident the deal would hold."
BBC_PAL,World Central Kitchen pauses Gaza work after car carrying staff hit by Israeli strike,"Separately, British aid agency Save the Children said one of its staff members was also killed on Saturday afternoon in Khan Younis."
BBC_PAL,What will anger at sight of gaunt hostages mean for a fragile ceasefire?,"""I feel very happy today to return to... my wife and daughters"", he answers, seemingly unaware they were killed in Hamas's attack on Israel on 7 October 2023."
BBC_PAL,US sanctions Israeli group over attacks on aid,The UN has warned that over a million people in Gaza could face starvation by the middle of July unless more aid is allowed into the strip.
BBC_PAL,Radiohead singer Thom Yorke walks off stage as fan shouts Gaza protests,"More than 43,160 people have been killed in Gaza since then - including thousands of women and children - according to the territory's Hamas-run health ministry."
BBC_PAL,Woman denies expression of support for Hamas,"The 26-year-old is charged with expressing an opinion or belief that is supportive of a proscribed organisation, namely Hamas, contrary to the Terrorism Act 2000."
BBC_PAL,Eurovision responds to complaints of backstage 'tension' and bad behaviour,"The contest was overshadowed by protests over Israel's participation, due to the humanitarian cost of its war on Hamas."
BBC_PAL,"Islamic State group still a danger, 10 years since its peak","Since then, and after numerous attacks in Europe’s cities, intelligence-sharing between police forces and security agencies has improved considerably."
BBC_PAL,Emily Hand 'better than expected' after hostage ordeal,"""We're still fighting,"" he said."
BBC_PAL,Hamas leader Ismail Haniyeh buried in Qatar,He had earlier vowed that Israel would suffer a “harsh punishment” for the killing.
BBC_PAL,"Gaza ceasefire plan proposed, Hamas source says",Hamas has demanded Israel commit to ending the war before the hostages are freed.
BBC_PAL,UK steps up action against Israel over Gaza offensive,"Global experts have warned of a looming famine because the Israeli government has blockaded supplies of food, fuel and medicine to Gaza for the last 11 weeks."
BBC_PAL,Grangemouth staff sent redundancy letters ahead of closure,"""We stand ready to support everyone impacted and have announced dedicated skills support for those facing redundancy."
BBC_PAL,Families flee Israeli air strikes minutes before homes destroyed,"'I just grabbed my grandchildren and ran'
Grandmother Um Ahmad says a building just next to their home in southern Lebanon was badly hit by an Israeli air strike."
BBC_PAL,Three arrested after Gaza war protest at Newcastle University,"Three arrests after Gaza war protests at university
30 May 2024
Federica Bedendo
BBC News, North East and Cumbria
Three arrests have been made after people protested against the war in Gaza in a university and city centre."
BBC_PAL,ICC prosecutor Khan denies sexual misconduct allegations,But the sexual misconduct allegations are understood to pre-date his request for arrest warrants linked to the conflict in Gaza.
BBC_PAL,US urges Israel to stop shooting at UN peacekeepers in Lebanon,"Hezbollah and Israel have been trading near-daily cross-border fire since last October, when the Palestinian armed group Hamas in the Gaza Strip carried out a deadly attack in southern Israel."
BBC_PAL,High stakes as China hosts Iran and Russia for nuclear talks,"""If Tehran decides to build a bomb, it could enrich enough uranium for multiple warheads within weeks,"" according to Dr Alexander Bollfrass, who focuses on preventing nuclear proliferation for the International Institute for Strategic Studies, another London-based think tank."
BBC_PAL,Starmer and Trump discuss 'productive' trade talks,It added that Trump was looking forward to his upcoming state visit with His Majesty King Charles III in the UK later this year.
